id_dataset_historique_seance_exercice,age,sexe,poids_kg,taille_cm,bpm_max,bpm_moyen,bpm_repos,duree_seance_minutes,calories_brulees,type_sport,pourcentage_gras,consommation_eau_ml,frequence_sport_jour_semaine,niveau_experience
10318,40,M,63.0,200,176,161,71,85.2,1257.0,Strength,26.8,2900.0,4,2
10319,28,M,128.4,186,173,158,71,63.6,921.0,Strength,23.6,3300.0,4,2
10320,29,M,88.0,189,199,137,54,105.0,1319.0,Cardio,13.3,3500.0,5,3
10321,27,F,63.7,152,195,120,60,71.4,714.0,Strength,25.4,2100.0,4,2
10322,49,M,83.7,187,183,158,53,77.4,1009.0,HIIT,23.9,2300.0,4,2
10323,33,M,102.6,175,186,140,53,84.0,1078.0,HIIT,27.9,2200.0,3,2
10324,25,F,77.7,155,184,120,52,33.0,330.0,Yoga,33.0,1700.0,2,1
10325,55,M,87.5,188,191,134,73,71.4,789.0,Yoga,27.2,2600.0,4,2
10326,29,M,87.0,186,177,123,72,91.2,1028.0,Yoga,11.0,3500.0,4,3
10327,41,M,82.8,166,177,139,74,118.2,1355.0,HIIT,11.2,3500.0,5,3
10328,45,F,65.4,168,196,129,66,45.6,441.0,HIIT,35.0,2600.0,3,1
10329,25,F,47.2,171,185,142,56,53.4,632.0,Cardio,26.0,2500.0,2,1
10330,45,F,58.2,170,168,160,53,57.0,684.0,Yoga,26.8,2000.0,3,1
10331,53,F,73.5,155,194,153,72,70.2,806.0,HIIT,26.3,2100.0,4,2
10332,43,F,55.2,173,167,165,62,100.2,1240.0,Cardio,16.6,2700.0,5,3
10333,25,F,64.4,171,179,167,61,67.2,935.0,HIIT,27.1,1800.0,3,1
10334,45,F,73.5,174,181,152,50,70.8,807.0,Cardio,30.0,2300.0,4,2
10335,45,M,89.6,181,178,153,70,102.0,1287.0,Yoga,12.4,3500.0,5,3
10336,54,M,86.5,176,189,158,68,88.8,1158.0,Yoga,29.0,3400.0,3,2
10337,58,F,46.1,167,187,129,70,76.8,743.0,Yoga,25.3,1800.0,4,2
10338,53,M,68.5,197,194,139,69,78.0,894.0,HIIT,23.2,2100.0,3,2
10339,44,M,94.6,184,170,120,67,75.6,748.0,HIIT,26.0,3100.0,4,2
10340,34,F,54.2,152,190,132,60,67.8,746.0,Cardio,31.0,2200.0,3,1
10341,26,M,47.7,177,198,120,69,69.0,759.0,Strength,24.8,2700.0,3,2
10342,50,M,52.2,184,195,124,52,82.8,847.0,Strength,28.2,3100.0,4,2
10343,37,M,88.8,195,189,135,66,94.8,1173.0,Yoga,10.3,3500.0,5,3
10344,30,M,101.0,168,182,134,61,87.6,1076.0,Strength,28.2,2900.0,4,2
10345,45,M,118.4,195,178,168,59,63.6,881.0,Yoga,24.9,2400.0,3,2
10346,46,F,47.9,172,171,147,57,84.6,933.0,Cardio,26.3,2000.0,3,1
10347,30,F,51.5,174,174,150,64,64.8,810.0,Strength,33.9,2000.0,3,2
10348,52,F,79.9,151,190,142,54,45.0,479.0,Strength,31.5,2600.0,3,1
10349,23,M,121.3,185,196,167,53,43.2,661.0,Yoga,21.6,3600.0,2,1
10350,35,F,78.9,164,196,164,70,76.8,1050.0,Cardio,25.3,2600.0,4,2
10351,22,M,88.5,162,174,162,69,112.8,1675.0,Strength,10.7,3500.0,5,3
10352,42,M,73.5,163,188,136,68,31.2,350.0,Strength,26.1,3200.0,3,1
10353,19,M,127.9,193,185,168,70,76.2,1173.0,Strength,21.8,3000.0,4,2
10354,27,M,88.5,198,161,153,53,108.0,1515.0,Cardio,11.1,3500.0,4,3
10355,47,F,43.4,162,179,132,64,30.6,303.0,Cardio,25.3,2300.0,3,1
10356,22,F,42.8,156,174,133,66,88.2,978.0,Strength,32.2,2600.0,3,2
10357,50,M,64.5,179,163,130,61,70.2,753.0,Yoga,28.1,2400.0,4,2
10358,18,F,50.7,153,181,147,52,77.4,948.0,Yoga,33.0,2100.0,3,2
10359,35,M,59.2,166,197,161,59,78.0,1151.0,Strength,21.3,3200.0,3,1
10360,49,F,78.9,173,182,151,64,82.8,938.0,Cardio,34.0,2300.0,2,1
10361,28,F,78.7,163,185,154,59,66.0,847.0,Strength,31.7,1800.0,3,2
10362,38,M,68.7,192,170,150,73,78.6,1081.0,Cardio,29.0,3000.0,4,2
10363,43,F,53.1,159,187,136,72,49.2,502.0,Strength,29.5,2500.0,2,1
10364,42,M,64.8,165,161,166,67,66.0,904.0,Cardio,24.4,2800.0,3,2
10365,39,F,50.3,161,167,128,50,70.2,749.0,HIIT,32.8,2500.0,2,1
10366,44,M,102.3,163,188,129,52,80.4,856.0,Yoga,20.9,2600.0,4,2
10367,30,M,62.9,192,170,127,70,67.8,789.0,HIIT,25.2,3600.0,2,1
10368,50,F,56.5,160,196,140,61,112.8,1184.0,Yoga,19.2,2700.0,5,3
10369,51,F,74.6,155,177,132,50,42.6,422.0,Cardio,33.3,2100.0,2,1
10370,58,M,52.0,179,173,169,52,67.2,937.0,HIIT,29.6,3000.0,3,1
10371,52,F,52.1,167,169,124,52,90.0,837.0,Yoga,32.0,1500.0,2,1
10372,18,F,72.2,154,194,125,54,58.2,606.0,Strength,27.1,1700.0,2,1
10373,38,M,85.8,180,168,149,68,103.2,1410.0,Cardio,10.1,3500.0,4,3
10374,23,M,81.4,185,194,150,74,96.0,1320.0,Cardio,12.4,3500.0,4,3
10375,45,F,50.9,165,170,136,50,87.0,887.0,Strength,30.1,2300.0,2,1
10376,34,M,52.0,178,171,130,53,82.8,987.0,Strength,22.4,2700.0,4,2
10377,22,M,71.0,193,162,139,53,85.2,1086.0,Yoga,21.2,2900.0,4,2
10378,48,M,80.6,177,198,167,66,90.6,1248.0,Cardio,12.9,3500.0,4,3
10379,22,F,58.3,172,173,128,63,60.0,640.0,Yoga,32.6,1600.0,3,2
10380,55,F,63.0,170,187,121,67,79.2,719.0,Strength,34.9,2500.0,3,1
10381,20,M,111.0,194,170,156,50,61.2,875.0,Cardio,27.6,3300.0,4,2
10382,40,F,52.6,166,198,120,71,76.2,762.0,Strength,32.9,1700.0,3,2
10383,54,M,116.4,200,184,123,65,67.8,688.0,Yoga,26.2,3100.0,3,1
10384,54,F,75.6,161,180,155,52,84.6,983.0,Yoga,34.9,2500.0,4,2
10385,27,M,61.6,180,169,144,72,88.8,1172.0,Yoga,26.4,3100.0,2,1
10386,27,M,108.0,180,174,122,70,82.8,926.0,Cardio,28.6,2500.0,4,2
10387,36,F,59.3,175,178,128,58,59.4,634.0,Strength,34.5,2300.0,3,1
10388,34,M,75.7,194,181,141,72,70.8,915.0,Strength,29.3,2400.0,4,2
10389,38,F,56.3,160,180,142,53,72.6,859.0,Yoga,28.8,1900.0,4,2
10390,31,F,58.2,173,191,131,70,70.2,766.0,Yoga,25.8,1800.0,3,2
10391,26,M,55.7,168,182,129,54,67.8,802.0,Yoga,21.7,2900.0,3,1
10392,18,M,125.9,167,172,153,60,87.6,1229.0,Yoga,20.6,2200.0,3,2
10393,30,F,62.7,167,164,162,70,61.2,826.0,HIIT,26.1,2600.0,4,2
10394,21,M,86.6,186,163,129,58,82.2,972.0,HIIT,21.8,2600.0,3,2
10395,18,M,64.5,182,187,149,52,72.0,983.0,HIIT,23.4,2400.0,3,2
10396,57,M,76.6,186,173,141,55,68.4,796.0,Yoga,25.4,2800.0,4,2
10397,49,M,81.4,183,167,125,73,118.8,1225.0,Yoga,13.6,3500.0,5,3
10398,51,M,60.7,171,168,169,60,68.4,954.0,Strength,22.1,2500.0,2,1
10399,45,F,57.2,155,194,121,58,100.2,909.0,Cardio,18.4,2700.0,5,3
10400,48,F,73.0,159,196,149,64,71.4,798.0,Strength,32.0,2100.0,3,2
10401,25,M,123.8,199,180,121,72,67.8,752.0,HIIT,25.6,2600.0,3,1
10402,56,M,93.6,166,177,151,52,82.2,1024.0,Strength,29.0,2200.0,2,1
10403,43,M,76.8,192,192,161,50,74.4,988.0,Yoga,21.1,2500.0,3,1
10404,51,F,54.7,153,167,135,69,66.6,674.0,HIIT,26.8,2000.0,4,2
10405,20,M,92.3,194,176,131,71,68.4,821.0,HIIT,24.3,2100.0,3,2
10406,29,F,71.8,155,190,120,68,72.0,720.0,Cardio,26.3,2400.0,4,2
10407,18,F,66.9,157,193,127,63,64.2,679.0,Cardio,30.7,2200.0,3,2
10408,22,F,48.7,176,165,167,66,82.2,1144.0,HIIT,29.0,2200.0,4,2
10409,47,M,66.2,171,181,169,71,85.2,1188.0,HIIT,22.8,2900.0,3,1
10410,47,F,40.0,176,173,132,63,48.0,475.0,Strength,26.7,2200.0,3,1
10411,34,M,112.4,185,162,134,66,70.8,870.0,HIIT,23.4,3600.0,4,2
10412,40,F,70.0,155,171,163,74,51.0,693.0,Yoga,31.1,1500.0,3,1
10413,32,M,84.0,174,195,127,63,87.0,1013.0,Strength,25.8,2100.0,3,1
10414,54,F,43.8,165,171,129,61,77.4,749.0,Yoga,26.6,1700.0,4,2
10415,38,M,123.3,162,161,165,65,80.4,1216.0,Yoga,21.2,2300.0,4,2
10416,31,F,57.9,156,161,124,50,108.0,1116.0,Yoga,15.1,2700.0,5,3
10417,19,M,82.4,196,174,169,62,114.0,1766.0,HIIT,10.1,3500.0,5,3
10418,28,M,84.8,179,182,138,55,81.0,1025.0,Cardio,28.8,2300.0,4,2
10419,56,M,109.6,166,188,166,66,77.4,1060.0,Cardio,20.5,3100.0,3,2
10420,55,M,86.4,177,176,157,61,60.0,777.0,Yoga,27.3,2800.0,3,2
10421,51,F,63.9,180,191,130,72,64.2,626.0,HIIT,33.7,2700.0,4,2
10422,55,F,70.8,162,166,162,68,32.4,394.0,Strength,26.0,1800.0,3,1
10423,51,M,115.3,167,189,139,55,82.8,950.0,Yoga,24.4,2500.0,3,2
10424,35,F,55.3,156,187,139,56,102.6,1188.0,Strength,19.8,2700.0,5,3
10425,47,M,73.9,180,173,140,50,81.6,942.0,Strength,28.3,3700.0,3,1
10426,32,M,97.3,196,189,137,50,81.6,1025.0,HIIT,24.9,3400.0,3,2
10427,44,F,60.4,165,176,169,54,76.2,966.0,HIIT,32.6,2100.0,4,2
10428,51,M,49.3,161,191,129,55,81.6,868.0,Cardio,28.3,2900.0,2,1
10429,55,M,91.8,178,165,153,65,86.4,1091.0,Cardio,23.5,3400.0,3,1
10430,50,F,73.6,155,183,145,74,53.4,581.0,HIIT,33.9,2100.0,3,1
10431,41,M,47.1,178,165,149,65,75.6,929.0,Yoga,24.7,2400.0,3,1
10432,32,M,65.2,162,186,128,63,34.8,408.0,Cardio,25.3,3400.0,2,1
10433,47,M,87.2,164,177,165,50,120.0,1634.0,Strength,15.0,3500.0,4,3
10434,59,M,96.7,171,183,150,62,34.2,423.0,Yoga,28.4,2900.0,3,1
10435,34,F,46.9,161,196,161,69,61.2,821.0,Strength,28.6,1700.0,3,2
10436,22,F,72.1,162,183,123,59,82.8,849.0,HIIT,25.1,2100.0,3,1
10437,46,F,62.5,154,197,125,73,96.6,906.0,Strength,18.1,2700.0,4,3
10438,21,M,110.7,169,193,133,59,63.6,775.0,Yoga,27.0,2700.0,3,1
10439,27,M,102.6,183,199,123,58,84.6,954.0,HIIT,26.5,3500.0,3,2
10440,34,F,64.3,162,174,145,62,105.6,1276.0,Yoga,19.8,2700.0,5,3
10441,27,M,80.7,161,170,166,52,105.0,1598.0,Strength,14.3,3500.0,4,3
10442,34,M,115.3,181,181,167,67,81.6,1249.0,Yoga,24.5,2200.0,2,1
10443,37,M,87.8,169,183,158,69,108.6,1573.0,HIIT,10.3,3500.0,5,3
10444,41,M,74.3,161,160,136,51,63.6,714.0,Strength,24.8,3500.0,4,2
10445,22,F,78.5,170,177,138,66,81.6,938.0,Strength,31.9,2100.0,4,2
10446,51,F,77.3,158,171,168,68,58.2,733.0,Cardio,31.1,2000.0,2,1
10447,23,F,64.5,170,187,125,72,30.6,319.0,Cardio,30.4,1700.0,2,1
10448,19,M,72.0,194,199,148,62,70.2,952.0,Yoga,24.7,3200.0,3,2
10449,30,F,77.9,177,166,130,62,84.6,916.0,Cardio,27.9,2600.0,4,2
10450,28,F,69.6,158,182,135,50,89.4,1006.0,Cardio,27.8,2000.0,3,2
10451,40,M,68.9,199,180,149,51,69.6,951.0,Cardio,25.0,2400.0,4,2
10452,33,M,45.9,189,193,144,50,87.0,1148.0,Cardio,21.6,2900.0,3,2
10453,48,F,68.2,169,170,159,73,45.0,537.0,HIIT,28.4,2500.0,3,1
10454,28,F,79.6,159,181,130,54,89.4,968.0,HIIT,28.2,1500.0,3,2
10455,33,F,53.6,152,194,126,73,61.2,643.0,Cardio,30.9,2300.0,2,1
10456,25,F,57.7,158,188,145,52,81.6,986.0,Yoga,25.7,2200.0,3,2
10457,21,M,74.2,193,187,141,56,79.2,1024.0,HIIT,28.3,2500.0,3,2
10458,57,F,64.4,156,177,144,73,91.2,985.0,Cardio,17.8,2700.0,5,3
10459,21,F,54.9,178,173,138,71,33.0,380.0,HIIT,31.7,2000.0,2,1
10460,42,M,50.3,164,177,150,62,37.8,468.0,Strength,27.0,2400.0,3,1
10461,20,F,46.5,168,187,145,72,54.6,660.0,HIIT,27.9,2400.0,2,1
10462,49,M,57.8,199,183,161,67,55.8,741.0,HIIT,24.7,3100.0,3,1
10463,20,M,83.0,180,167,160,73,47.4,695.0,Yoga,29.6,2900.0,2,1
10464,44,M,82.5,179,167,155,70,90.6,1159.0,HIIT,13.8,3500.0,5,3
10465,46,F,66.5,173,163,142,56,66.6,709.0,Yoga,34.7,2000.0,3,1
10466,49,F,70.2,167,186,166,50,55.8,695.0,Strength,32.5,1800.0,3,1
10467,36,M,121.9,193,195,132,54,89.4,1082.0,Cardio,21.8,3400.0,3,2
10468,38,F,70.3,152,164,144,66,71.4,857.0,Yoga,25.6,2000.0,4,2
10469,22,F,40.3,156,192,121,57,87.0,877.0,HIIT,30.8,2100.0,4,2
10470,35,M,101.4,176,193,121,64,50.4,559.0,HIIT,23.6,2900.0,2,1
10471,45,M,79.2,195,189,135,69,88.2,982.0,Yoga,22.8,2800.0,3,2
10472,59,F,75.8,177,167,128,53,87.6,841.0,Strength,33.1,1800.0,3,1
10473,39,M,71.7,188,198,147,51,33.0,445.0,Cardio,23.7,2200.0,2,1
10474,38,F,57.7,156,185,132,54,98.4,1082.0,HIIT,16.6,2700.0,5,3
10475,23,F,47.4,160,196,154,50,45.6,585.0,Strength,33.5,1600.0,3,1
10476,18,F,57.2,175,193,160,74,77.4,1032.0,Cardio,33.5,2400.0,3,2
10477,22,F,44.8,172,166,132,54,88.8,977.0,Cardio,28.6,1800.0,4,2
10478,58,M,90.2,172,199,150,55,54.0,668.0,HIIT,28.3,2100.0,2,1
10479,29,M,84.9,172,187,140,51,107.4,1378.0,Yoga,14.3,3500.0,4,3
10480,43,M,95.7,177,198,151,50,64.8,807.0,HIIT,24.2,3400.0,3,1
10481,51,M,59.0,165,198,153,53,73.2,924.0,HIIT,20.7,2300.0,3,2
10482,31,F,60.5,177,187,127,56,103.2,1092.0,HIIT,15.0,2700.0,4,3
10483,43,F,53.8,172,173,160,71,61.8,742.0,Strength,30.2,2300.0,4,2
10484,44,M,86.6,197,197,167,50,99.6,1372.0,Yoga,11.7,3500.0,5,3
10485,26,F,72.8,167,163,121,50,82.2,829.0,Strength,35.0,1900.0,2,1
10486,43,F,66.3,177,177,157,57,88.8,1046.0,HIIT,32.7,1700.0,4,2
10487,39,F,56.0,160,184,151,69,53.4,672.0,Yoga,32.6,2000.0,2,1
10488,47,M,45.9,193,166,159,65,77.4,1015.0,Cardio,29.6,2000.0,3,2
10489,34,M,88.0,164,197,147,70,114.0,1536.0,Yoga,14.4,3500.0,4,3
10490,43,M,94.0,179,187,156,62,78.6,1012.0,HIIT,23.2,3400.0,2,1
10491,53,F,44.7,179,164,160,72,80.4,965.0,Yoga,26.7,2100.0,3,2
10492,18,M,63.2,163,162,120,73,39.6,436.0,Cardio,27.5,2200.0,3,1
10493,25,M,95.6,190,190,160,72,88.2,1294.0,Cardio,23.8,2400.0,4,2
10494,52,M,47.8,186,179,129,67,60.6,645.0,Yoga,24.7,2800.0,3,2
10495,32,M,85.3,164,178,123,69,106.2,1197.0,Cardio,13.2,3500.0,4,3
10496,39,M,59.7,183,170,154,59,81.0,1143.0,Strength,29.1,2300.0,4,2
10497,31,M,70.2,198,199,129,61,42.6,504.0,Yoga,24.2,2500.0,2,1
10498,43,F,72.7,180,162,166,50,47.4,590.0,Cardio,32.8,2100.0,3,1
10499,45,F,50.4,179,182,130,59,44.4,433.0,Cardio,27.7,2500.0,2,1
10500,40,M,81.7,174,166,133,58,54.6,666.0,Yoga,27.0,2700.0,2,1
10501,31,M,49.3,162,182,157,52,33.6,484.0,Strength,20.0,3200.0,2,1
10502,41,F,61.9,164,166,131,68,115.8,1138.0,Yoga,19.4,2700.0,4,3
10503,19,F,49.1,168,193,164,58,85.2,1164.0,Cardio,25.3,2600.0,4,2
10504,43,M,66.5,183,178,136,59,66.6,747.0,Yoga,27.1,2400.0,3,2
10505,31,M,75.5,193,168,135,68,36.0,446.0,Cardio,20.5,3400.0,2,1
10506,24,M,88.2,179,177,154,65,105.6,1491.0,HIIT,11.3,3500.0,4,3
10507,20,M,74.8,175,184,121,73,79.8,885.0,Yoga,25.0,3300.0,3,2
10508,40,F,72.2,160,173,130,67,52.2,566.0,Yoga,29.2,1900.0,3,1
10509,35,M,62.8,163,184,160,63,84.6,1241.0,Cardio,21.9,3700.0,4,2
10510,55,M,84.7,179,178,122,52,71.4,719.0,Cardio,23.3,2400.0,3,2
10511,52,M,116.5,169,198,148,51,31.8,388.0,Cardio,27.3,2400.0,2,1
10512,32,M,77.4,192,174,137,50,83.4,1047.0,Cardio,26.7,3300.0,3,2
10513,42,F,72.9,162,175,139,67,70.2,732.0,Yoga,25.7,2000.0,4,2
10514,54,F,58.4,159,186,166,73,64.8,807.0,Cardio,32.5,1900.0,2,1
10515,45,F,64.3,154,199,133,58,100.2,999.0,Yoga,15.3,2700.0,4,3
10516,27,M,89.3,187,169,153,62,97.2,1363.0,Strength,12.7,3500.0,5,3
10517,56,M,90.2,161,163,168,51,82.8,1148.0,Yoga,22.6,2300.0,3,2
10518,34,F,59.0,162,178,150,56,67.8,847.0,Cardio,30.9,2400.0,4,2
10519,56,M,58.7,186,187,159,65,65.4,858.0,Cardio,22.6,3300.0,3,2
10520,39,M,127.5,182,180,161,70,75.6,1116.0,Strength,29.8,3000.0,3,2
10521,43,F,68.6,152,173,137,68,85.2,875.0,Yoga,28.1,2600.0,4,2
10522,42,F,56.7,153,192,149,74,64.2,717.0,Strength,27.4,1900.0,3,1
10523,34,F,64.5,178,169,144,64,79.8,958.0,Yoga,27.8,1800.0,4,2
10524,30,F,61.6,152,178,138,71,106.8,1228.0,Cardio,19.5,2700.0,4,3
10525,37,M,75.1,182,189,127,60,73.8,859.0,Yoga,26.4,3200.0,4,2
10526,42,M,79.3,193,181,147,50,73.2,888.0,Cardio,27.3,3300.0,2,1
10527,21,F,72.6,168,162,127,70,71.4,756.0,Cardio,34.2,1800.0,3,2
10528,27,M,76.7,170,196,150,56,57.6,792.0,HIIT,29.1,2100.0,3,1
10529,20,F,44.2,161,177,122,69,64.8,659.0,HIIT,32.4,2500.0,2,1
10530,58,F,56.5,170,170,122,57,44.4,406.0,Yoga,27.0,2700.0,2,1
10531,35,M,100.9,163,161,163,59,66.0,986.0,Cardio,28.4,3100.0,2,1
10532,53,F,55.8,155,171,141,54,67.2,711.0,Strength,27.0,1800.0,4,2
10533,39,M,58.3,193,165,136,58,81.0,1010.0,Cardio,27.4,3700.0,4,2
10534,51,M,48.6,177,199,155,74,88.2,1128.0,Strength,26.9,3500.0,2,1
10535,25,M,81.7,195,188,136,74,116.4,1451.0,Yoga,13.8,3500.0,4,3
10536,57,M,85.6,169,189,133,50,105.6,1159.0,Yoga,12.7,3500.0,5,3
10537,36,F,60.0,172,161,128,51,97.8,1043.0,Strength,18.2,2700.0,5,3
10538,59,M,126.4,169,168,149,68,74.4,915.0,Strength,29.5,2900.0,3,1
10539,58,F,75.4,178,161,140,63,63.0,662.0,Cardio,26.0,2500.0,4,2
10540,54,F,64.2,169,188,131,69,101.4,996.0,Yoga,16.5,2700.0,4,3
10541,23,F,65.2,162,192,156,59,82.2,1069.0,Cardio,31.1,2500.0,3,2
10542,43,F,70.1,166,169,151,58,59.4,673.0,Strength,34.6,2600.0,2,1
10543,51,M,102.6,177,193,130,59,72.6,779.0,HIIT,21.0,3400.0,2,1
10544,23,M,107.2,193,167,139,55,69.0,879.0,HIIT,20.2,3100.0,4,2
10545,54,F,56.5,175,196,154,66,105.6,1220.0,HIIT,15.3,2700.0,5,3
10546,50,F,61.6,175,192,166,74,73.2,911.0,Strength,25.5,2200.0,4,2
10547,39,M,81.7,175,165,165,55,79.2,1198.0,Cardio,29.1,2800.0,4,2
10548,38,F,76.6,158,199,130,53,44.4,481.0,Yoga,32.2,2300.0,2,1
10549,23,M,116.8,179,178,127,69,60.0,698.0,Strength,26.8,3400.0,4,2
10550,23,F,60.1,159,191,123,52,108.0,1107.0,HIIT,17.6,2700.0,4,3
10551,21,M,93.7,173,186,146,72,60.0,803.0,Cardio,27.8,3600.0,2,1
10552,47,F,41.6,158,160,163,68,61.8,756.0,Yoga,26.6,2100.0,4,2
10553,28,F,55.1,179,192,159,67,119.4,1582.0,Yoga,17.0,2700.0,5,3
10554,47,M,127.1,176,199,157,73,42.6,552.0,Strength,24.9,3000.0,2,1
10555,48,F,69.1,160,191,166,53,80.4,1001.0,Strength,26.1,2000.0,4,2
10556,41,F,66.8,174,164,149,57,80.4,898.0,Yoga,29.2,2300.0,3,1
10557,26,M,125.5,176,176,163,66,69.0,1031.0,Yoga,23.2,3100.0,4,2
10558,20,F,71.3,158,167,167,54,64.2,893.0,HIIT,25.4,1500.0,3,2
10559,48,M,129.2,161,193,167,62,63.6,876.0,Yoga,21.4,2900.0,4,2
10560,57,M,96.3,186,168,146,74,66.0,795.0,Strength,27.6,2200.0,3,2
10561,54,F,67.5,154,182,140,50,43.2,454.0,Cardio,25.2,1500.0,3,1
10562,53,F,64.4,155,194,139,62,106.2,1107.0,HIIT,19.7,2700.0,4,3
10563,41,F,64.9,157,166,123,53,62.4,576.0,HIIT,25.9,2400.0,4,2
10564,48,F,52.3,166,174,130,71,44.4,433.0,Yoga,33.0,1800.0,3,1
10565,23,F,56.7,155,179,132,73,82.8,911.0,Cardio,34.0,1900.0,4,2
10566,19,F,46.8,163,184,128,63,81.0,864.0,HIIT,34.4,1600.0,4,2
10567,37,F,70.3,177,162,123,52,60.6,621.0,Strength,33.7,1700.0,2,1
10568,45,M,80.8,176,183,131,54,102.0,1102.0,Yoga,11.4,3500.0,4,3
10569,28,F,56.0,150,193,128,56,116.4,1242.0,Strength,16.7,2700.0,5,3
10570,21,M,101.2,184,181,132,50,78.0,944.0,Yoga,24.3,3300.0,2,1
10571,32,F,56.6,157,170,167,72,99.0,1378.0,HIIT,15.7,2700.0,4,3
10572,23,F,40.9,175,167,145,61,49.2,594.0,Yoga,25.2,2100.0,3,1
10573,47,M,127.8,165,198,157,60,46.2,598.0,Cardio,28.7,3500.0,2,1
10574,55,F,49.3,176,194,161,73,76.8,927.0,Strength,30.5,2000.0,2,1
10575,19,F,64.3,163,197,132,57,112.2,1234.0,Cardio,18.0,2700.0,5,3
10576,32,M,49.3,162,167,158,74,70.8,1025.0,Strength,29.3,2500.0,3,2
10577,28,F,63.0,162,196,147,55,40.8,500.0,Strength,31.7,1900.0,2,1
10578,25,F,41.1,167,186,138,71,61.8,711.0,Yoga,31.9,2400.0,3,2
10579,43,F,40.5,174,187,143,51,90.0,965.0,HIIT,32.9,2200.0,3,2
10580,22,M,71.0,162,199,138,68,54.6,691.0,HIIT,21.2,3500.0,2,1
10581,23,F,60.9,162,193,168,69,95.4,1336.0,Cardio,16.8,2700.0,5,3
10582,43,F,64.7,166,191,132,69,112.8,1117.0,Yoga,19.8,2700.0,4,3
10583,21,F,51.0,171,174,132,73,64.2,706.0,HIIT,34.2,2200.0,3,2
10584,36,F,57.7,177,176,147,63,99.0,1213.0,Strength,19.4,2700.0,4,3
10585,37,M,76.9,182,192,121,50,89.4,992.0,Strength,24.5,2800.0,4,2
10586,50,M,80.5,177,175,129,59,111.0,1181.0,Yoga,14.3,3500.0,4,3
10587,37,F,73.3,174,188,141,65,61.8,726.0,Cardio,25.5,2400.0,3,2
10588,29,F,49.0,157,168,132,53,79.8,878.0,Yoga,26.5,2600.0,3,2
10589,18,M,114.5,197,192,128,60,61.8,725.0,Cardio,24.1,2600.0,3,1
10590,43,M,81.0,178,188,152,65,94.8,1189.0,Yoga,12.4,3500.0,5,3
10591,31,F,53.5,176,172,133,69,73.2,811.0,Strength,27.6,1800.0,4,2
10592,55,M,52.1,168,180,167,50,46.2,637.0,Yoga,23.6,3000.0,3,1
10593,54,F,70.1,152,180,139,65,45.6,475.0,HIIT,26.6,2100.0,2,1
10594,28,M,86.9,178,164,134,68,77.4,951.0,HIIT,24.9,3700.0,4,2
10595,53,M,73.4,176,169,151,70,65.4,815.0,Yoga,27.9,2800.0,3,2
10596,30,M,90.0,166,165,152,71,79.2,1104.0,Cardio,26.6,2100.0,4,2
10597,20,M,85.7,192,172,136,58,103.2,1287.0,Cardio,10.5,3500.0,5,3
10598,50,F,70.4,155,160,143,58,43.8,470.0,Strength,29.9,2700.0,2,1
10599,23,M,57.7,171,179,149,58,69.0,942.0,Strength,27.0,3400.0,3,2
10600,27,M,75.7,176,167,132,66,40.8,494.0,Cardio,25.3,2300.0,3,1
10601,22,F,61.8,152,169,166,61,109.8,1519.0,Yoga,17.0,2700.0,5,3
10602,40,M,80.3,176,168,167,74,97.8,1497.0,Strength,13.1,3500.0,5,3
10603,27,M,104.3,168,162,135,62,76.8,950.0,Cardio,29.7,3500.0,3,2
10604,19,F,65.7,158,170,121,57,87.6,883.0,Cardio,25.9,1900.0,3,2
10605,30,M,120.3,196,171,136,65,39.6,494.0,Yoga,23.9,2600.0,2,1
10606,57,F,51.9,157,169,151,67,63.0,713.0,HIIT,29.1,2600.0,3,2
10607,19,F,59.1,157,184,162,50,99.0,1336.0,Cardio,17.9,2700.0,5,3
10608,37,F,66.9,175,184,127,50,82.8,876.0,Strength,26.5,2100.0,4,2
10609,18,F,66.9,175,170,122,61,56.4,573.0,Yoga,26.8,1700.0,2,1
10610,54,M,78.7,166,195,131,55,85.2,921.0,Yoga,22.9,2600.0,3,2
10611,26,F,62.4,161,198,139,58,112.8,1307.0,Yoga,19.8,2700.0,4,3
10612,34,M,102.1,171,185,135,72,57.6,713.0,HIIT,27.3,3200.0,2,1
10613,26,M,51.9,200,173,133,54,45.0,549.0,HIIT,26.6,2300.0,2,1
10614,28,M,58.3,200,198,135,65,79.2,980.0,Strength,28.2,3000.0,4,2
10615,32,M,89.8,192,199,168,67,115.8,1783.0,Strength,10.6,3500.0,4,3
10616,41,M,101.1,183,160,162,66,47.4,634.0,Yoga,28.6,3200.0,2,1
10617,55,M,118.6,172,163,168,67,46.2,640.0,Strength,25.9,2600.0,3,1
10618,52,M,84.8,185,189,152,50,71.4,895.0,Cardio,23.4,3200.0,2,1
10619,47,M,80.0,177,171,149,68,43.2,531.0,HIIT,28.2,3500.0,3,1
10620,48,M,73.1,183,194,131,71,63.0,681.0,Yoga,28.0,2800.0,4,2
10621,22,M,117.3,168,172,134,57,74.4,914.0,Yoga,28.5,2700.0,3,2
10622,31,F,77.4,171,190,137,52,75.6,863.0,Cardio,26.2,1800.0,4,2
10623,28,F,72.9,167,197,147,74,67.8,831.0,Cardio,34.7,2200.0,3,2
10624,26,F,71.2,150,182,142,54,69.0,816.0,Cardio,34.6,2600.0,2,1
